epoch,train_loss,val_loss,val_accuracy
0,0.6912243622175807,0.6907953917980194,0.5
1,0.6909900485363905,0.6875529587268829,0.5833333333333334
2,0.6889951244400503,0.6843982736269633,0.5533333333333333
3,0.6865858800401021,0.6808308263619741,0.5566666666666666
4,0.6809682656456842,0.6720763742923737,0.6066666666666667
5,0.6788758024169443,0.6713376442591349,0.5833333333333334
6,0.6852364949935174,0.6670921047528585,0.63
7,0.6693649954360494,0.6553827226161957,0.6433333333333333
8,0.662705283362243,0.6538132925828298,0.6133333333333333
9,0.6605786596147208,0.6444205145041147,0.6233333333333333
10,0.6548185702227322,0.6383393903573354,0.6766666666666666
11,0.645584453019538,0.6365187565485636,0.6533333333333333
12,0.6429759341367811,0.6394741733868917,0.65
13,0.6426701293182101,0.6337389151255289,0.6466666666666666
14,0.6347334299890189,0.6253878871599833,0.6533333333333333
15,0.6347353854635133,0.6315128902594248,0.64
16,0.6248543282038135,0.6257396439711252,0.66
17,0.6184271756830637,0.6324915885925293,0.6433333333333333
18,0.6263766330421056,0.6243612964948019,0.6666666666666666
19,0.6274490126869647,0.6395110785961151,0.6266666666666667
20,0.6218443567334501,0.6253898441791534,0.6433333333333333
21,0.6220080172284354,0.6169831454753876,0.65
22,0.608035968050637,0.6279338896274567,0.6333333333333333
23,0.602442109168171,0.609725296497345,0.6766666666666666
24,0.6033806441598885,0.6161192158857981,0.6633333333333333
25,0.6215496432254046,0.6178473830223083,0.6633333333333333
26,0.5995268486705895,0.6302124758561453,0.64
27,0.5965061726396672,0.6156064172585806,0.6666666666666666
28,0.5953866547762753,0.6118025084336599,0.6733333333333333
29,0.5980106295430542,0.6191656589508057,0.6633333333333333
30,0.5986450476500175,0.6213865578174591,0.6666666666666666
31,0.5928599917769602,0.6122258206208547,0.6666666666666666
32,0.5920217281231357,0.621019313732783,0.6666666666666666
33,0.590783193133527,0.6258740822474161,0.6733333333333333
34,0.5839614902387842,0.61812424659729,0.66
35,0.5825960111941149,0.6092921495437622,0.6833333333333333
36,0.5805163002133199,0.60318856438001,0.6833333333333333
37,0.5747392254532149,0.6140567163626353,0.68
38,0.5841781567149767,0.6255086759726206,0.6566666666666666
39,0.5738037556367321,0.606398344039917,0.6866666666666666
40,0.5657538655566081,0.6276689867178599,0.6666666666666666
41,0.5864657910166046,0.6222277184327444,0.66
42,0.5882912071132116,0.6132571796576182,0.6666666666666666
43,0.5715858152776574,0.5963373780250549,0.6966666666666667
44,0.5609953316319176,0.5952370862166086,0.6833333333333333
45,0.5708873253661113,0.5940609773000082,0.69
46,0.5649940499055403,0.6074235538641611,0.67
47,0.5638561575286909,0.5875449081261953,0.6866666666666666
48,0.5675745072446434,0.5900775293509165,0.6833333333333333
49,0.5776086913025839,0.5883325139681498,0.7033333333333334
50,0.5685521419480252,0.5932692686716715,0.7066666666666667
51,0.5529684928616512,0.5988064110279083,0.6933333333333334
52,0.5613616681132949,0.5920067230860392,0.69
53,0.5638327227424453,0.6079267462094625,0.68
54,0.5525193495008983,0.5971943934758505,0.68
55,0.5616850199100805,0.5912286738554636,0.69
56,0.5553923781520119,0.6119604011376699,0.6666666666666666
57,0.5629929583014843,0.5782174468040466,0.7133333333333334
58,0.5587507178967077,0.5785797933737437,0.6966666666666667
59,0.5460961631123248,0.5739692350228628,0.7133333333333334
60,0.5449511739564861,0.5944467882315317,0.68
61,0.5621022668357583,0.6176477670669556,0.67
62,0.5525728132517294,0.5838690797487894,0.69
63,0.5485935480295336,0.5893354813257853,0.69
64,0.5437496900133332,0.6173978348573049,0.6733333333333333
65,0.5631097385954755,0.5920985241731008,0.6766666666666666
66,0.5452302618645738,0.5771597822507223,0.7
67,0.5467691379845058,0.5780268410841624,0.6966666666666667
68,0.5475011444976088,0.5783282319704691,0.7266666666666667
69,0.5508389063976631,0.5626824299494425,0.7033333333333334
70,0.5510743287167433,0.5725143750508627,0.7066666666666667
71,0.5461093124411416,0.5750147600968679,0.6933333333333334
72,0.5325979780028448,0.579654852549235,0.69
73,0.5437830590062407,0.5724031925201416,0.71
74,0.5356487442610437,0.5980266332626343,0.6833333333333333
75,0.5542298120455803,0.5772376954555511,0.7
76,0.531580473829098,0.5835683842500051,0.6933333333333334
77,0.5506532038967211,0.5780949592590332,0.7
78,0.5364507713518537,0.5843085050582886,0.69
79,0.5414863888190238,0.5804716149965922,0.69
80,0.5351706701151484,0.5838412642478943,0.6866666666666666
81,0.5252464121996762,0.5890562136967977,0.69
82,0.5331593739153145,0.5704887410004934,0.7066666666666667
83,0.5279880600972114,0.5612914264202118,0.7266666666666667
84,0.5250499813090718,0.5546509871880213,0.7266666666666667
85,0.5349316611014487,0.559160977602005,0.7166666666666667
86,0.5216505252855821,0.5814086000124613,0.6866666666666666
87,0.5326801529964604,0.5672627290089926,0.71
88,0.5319150001788445,0.5551141798496246,0.7333333333333333
89,0.5340094315937685,0.5627608001232147,0.7133333333333334
90,0.5403957842250013,0.5702265302340189,0.7133333333333334
91,0.5268767090054619,0.5730335712432861,0.6933333333333334
92,0.5150562199563341,0.5683332780996958,0.7133333333333334
93,0.5210555418581834,0.5623870491981506,0.7166666666666667
94,0.5245182610059771,0.5746934115886688,0.71
95,0.5181468206958662,0.5614984333515167,0.7366666666666667
96,0.5228452059239702,0.5948642492294312,0.6966666666666667
97,0.5392735868734913,0.5687385896841685,0.7233333333333334
98,0.5167216598222327,0.5699401597181956,0.7133333333333334
99,0.5241729240869829,0.584588627020518,0.71
100,0.5193695778428403,0.5716153681278229,0.7166666666666667
101,0.5141458456509463,0.570030689239502,0.7166666666666667
102,0.5089624976890743,0.5782901843388876,0.7166666666666667
103,0.5222276050847199,0.5618185053269068,0.72
104,0.5174824582272012,0.581894447406133,0.7
105,0.5109692673370263,0.5618309279282888,0.7333333333333333
106,0.5158526207215436,0.5780620078245798,0.7166666666666667
107,0.5180597634356304,0.5623595962921778,0.7433333333333333
108,0.5159656684765972,0.577958216269811,0.7133333333333334
109,0.5106121420265094,0.5688735544681549,0.72
110,0.513965591682007,0.5607717931270599,0.7366666666666667
111,0.509501771477932,0.5768830676873525,0.7166666666666667
112,0.5279362830472911,0.5567448337872823,0.7466666666666667
113,0.514494293043855,0.5806294878323873,0.7133333333333334
114,0.5096225116120255,0.560917874177297,0.7366666666666667
115,0.5052064267782954,0.5741362273693085,0.7133333333333334
116,0.513911819492019,0.5646559993426005,0.73
117,0.5178248897598745,0.5723443428675333,0.71
118,0.5023395771561948,0.569431851307551,0.71
119,0.5043603613356211,0.564894566933314,0.7233333333333334
120,0.5100109010467175,0.567391832669576,0.7133333333333334
121,0.5146555133195815,0.5792592465877533,0.6966666666666667
122,0.5187438614400749,0.5659629901250204,0.72
123,0.5114537707919231,0.5702928404013315,0.7233333333333334
124,0.5025417328348514,0.5675522089004517,0.7266666666666667
125,0.5071541893584242,0.570211668809255,0.7233333333333334
126,0.514702821126508,0.5689134101072947,0.7333333333333333
127,0.5157283211655691,0.5699129402637482,0.7233333333333334
128,0.5095756131725202,0.5688579976558685,0.73
129,0.49748036142082597,0.5688258906205496,0.7266666666666667
130,0.5128204044533864,0.5627211630344391,0.7433333333333333
131,0.5065978146908797,0.5736478964487711,0.72
132,0.5091786785914793,0.5769290824731191,0.7233333333333334
133,0.5125298751318846,0.5630532105763754,0.7466666666666667
