epoch,train_loss,val_loss,val_accuracy
0,0.7069430625047561,0.6679012378056844,0.61
1,0.6940033355895191,0.6583560804526011,0.5866666666666667
2,0.6649231895400523,0.639697790145874,0.6466666666666666
3,0.6603859572029658,0.6363591849803925,0.6633333333333333
4,0.6336636903792747,0.628954291343689,0.6666666666666666
5,0.6406432870196208,0.6508571902910868,0.61
6,0.6420511414593194,0.6316195428371429,0.6533333333333333
7,0.6368624458724524,0.6104539632797241,0.6766666666666666
8,0.61238126382338,0.5971492429574331,0.66
9,0.6253977504674446,0.5965592960516611,0.6666666666666666
10,0.6261985715845342,0.6041029592355093,0.72
11,0.6099360686821196,0.5963242848714193,0.7033333333333334
12,0.5955606558693629,0.5820187429587046,0.6866666666666666
13,0.6046704215857169,0.5781594713528951,0.71
14,0.6059149112578975,0.5716141362984976,0.6933333333333334
15,0.5927685429468305,0.5870714982350668,0.7
16,0.5847761330012758,0.5677420894304911,0.7166666666666667
17,0.5714218336743397,0.5631108582019806,0.7133333333333334
18,0.5790700901421942,0.5575424333413442,0.7333333333333333
19,0.5702647119547943,0.5927104751269022,0.6966666666666667
20,0.5791980701574415,0.5685795346895853,0.74
21,0.5698848104425912,0.5595691204071045,0.73
22,0.5709759146612823,0.572892556587855,0.7166666666666667
23,0.5583997030826165,0.5491746813058853,0.73
24,0.5641410332093395,0.5480009863773981,0.7233333333333334
25,0.5563363638652035,0.554077739516894,0.7266666666666667
26,0.5450614735420353,0.5648781657218933,0.7366666666666667
27,0.5578676175203882,0.5647550026575724,0.7433333333333333
28,0.5445755061171365,0.5526635944843292,0.7366666666666667
29,0.5634687365206774,0.555457353591919,0.74
30,0.537220650898577,0.5522109468777975,0.7433333333333333
31,0.535551684984297,0.5425562461217245,0.7533333333333333
32,0.5352426217217928,0.54428497950236,0.7466666666666667
33,0.5380907723634968,0.5413691202799479,0.7533333333333333
34,0.5365702093242749,0.5412475963433584,0.76
35,0.531035847398592,0.5414822300275167,0.7533333333333333
36,0.5260762852030711,0.5470912953217825,0.7466666666666667
37,0.5359415627495199,0.5483145862817764,0.7533333333333333
38,0.5381402835016074,0.5535884400208791,0.7533333333333333
39,0.528741227152004,0.5508074263731638,0.7466666666666667
40,0.5175730245514705,0.563462475935618,0.7533333333333333
41,0.5343822039738191,0.5551286141077677,0.7433333333333333
42,0.5327069318073452,0.5490098198254904,0.7533333333333333
43,0.521158999918871,0.5524358252684275,0.75
44,0.5196670102069789,0.5463985900084177,0.7533333333333333
45,0.5277170430916692,0.5481679787238439,0.7466666666666667
46,0.5148796504642416,0.556662122408549,0.7366666666666667
47,0.5221586671688417,0.5435427029927572,0.7333333333333333
48,0.5160240107103014,0.5473564366499583,0.7533333333333333
49,0.5278799277909643,0.5457411855459213,0.7466666666666667
50,0.5239584203623501,0.5482052713632584,0.7433333333333333
51,0.5144799912026877,0.5482305039962133,0.7533333333333333
52,0.5131830232544734,0.5500722527503967,0.76
53,0.5114391727981485,0.5555024941762289,0.7533333333333333
54,0.5083858962150851,0.5422564794619879,0.7566666666666667
55,0.5056608089706867,0.5453502436478933,0.7533333333333333
56,0.5190102001399695,0.5563871065775553,0.7566666666666667
57,0.5150642877978707,0.5464600374301275,0.7466666666666667
58,0.5280616760849103,0.5401333272457123,0.7533333333333333
59,0.5187761831640687,0.5417063236236572,0.7533333333333333
60,0.5147486984644739,0.546350950996081,0.7466666666666667
61,0.504959396050762,0.555769125620524,0.7566666666666667
62,0.5073646005992373,0.5476794342199961,0.7533333333333333
63,0.5001077576302598,0.5541730175415674,0.7533333333333333
64,0.5063484802565799,0.5649824639161428,0.7633333333333333
65,0.5015848797670275,0.5549521346886953,0.7566666666666667
66,0.5142212047556498,0.552880530556043,0.7566666666666667
67,0.5086174318606775,0.5470661322275797,0.78
68,0.5103037485297498,0.5455686897039413,0.7566666666666667
69,0.5181138740796676,0.5452792098124822,0.76
70,0.5025508196309698,0.549038420120875,0.7566666666666667
71,0.5002128706764053,0.548897460103035,0.7633333333333333
72,0.49994221746326345,0.5456495682398478,0.7566666666666667
73,0.49203332582656056,0.5539838125308355,0.76
74,0.515672306191394,0.5694241921106974,0.7333333333333333
75,0.5034914722456232,0.5493852198123932,0.7666666666666667
76,0.492729226889862,0.5504560172557831,0.7566666666666667
77,0.5036373671766015,0.5626541177431742,0.76
78,0.5070648007573143,0.5524984896183014,0.7566666666666667
79,0.48456363879494935,0.5573689937591553,0.7666666666666667
80,0.49314573976860915,0.5559554894765218,0.7666666666666667
81,0.48975060846172963,0.5562339226404825,0.77
82,0.48941813636778425,0.5481438636779785,0.76
83,0.4837027473983683,0.5462394058704376,0.76
84,0.500296094363154,0.541418174902598,0.76
85,0.4890070420699181,0.5425575425227483,0.7633333333333333
86,0.488136930191908,0.5488255073626837,0.7666666666666667
87,0.4950822659166325,0.5383987923463186,0.76
88,0.4914235006087857,0.5444382627805074,0.7666666666666667
89,0.4861600536975303,0.546937440832456,0.76
90,0.4973469350949334,0.5517093737920126,0.7633333333333333
91,0.48782071126850796,0.5486192454894384,0.7666666666666667
92,0.49159727631383887,0.5439494798580805,0.77
93,0.4880226646017246,0.5427862157424291,0.7633333333333333
94,0.49368075977548553,0.554766928156217,0.7633333333333333
95,0.4883589514141926,0.5477495789527893,0.7666666666666667
96,0.4934876810296966,0.5505051712195078,0.76
97,0.49430867153805774,0.5455649445454279,0.7666666666666667
98,0.4895534312163882,0.5593330760796865,0.7566666666666667
99,0.4936874587083509,0.5613725036382675,0.7566666666666667
100,0.48475788965204814,0.5597618967294693,0.7633333333333333
101,0.47832364444428266,0.5528731942176819,0.77
102,0.4883558884922006,0.5512728492418925,0.7766666666666666
103,0.48023728322710696,0.5479849775632223,0.7633333333333333
104,0.47893992225810905,0.5574061622222265,0.77
105,0.4834913003461677,0.5487512151400248,0.76
106,0.4862853507703959,0.5553631434837977,0.77
107,0.48099747202365783,0.5522014796733856,0.7633333333333333
108,0.4880548346994947,0.5519438485304514,0.7633333333333333
109,0.47975972964403124,0.5492795507113138,0.7566666666666667
110,0.48851063418150287,0.5540550251801809,0.77
111,0.4831030110319739,0.5499581148227056,0.77
112,0.49370835710864264,0.5451671381791433,0.7733333333333333
113,0.4778055069109853,0.5503546595573425,0.7666666666666667
114,0.4888168197980791,0.5482496519883474,0.7666666666666667
115,0.47872338204853204,0.5532191594441732,0.7766666666666666
116,0.4806303301249523,0.5501962949832281,0.7766666666666666
117,0.46892557228342785,0.554712176322937,0.77
118,0.47445324522452414,0.5538214941819509,0.7633333333333333
119,0.48266360806713093,0.5495603481928507,0.7566666666666667
120,0.48834923976838335,0.5523526817560196,0.7666666666666667
121,0.4767664812515874,0.5565661042928696,0.76
122,0.48771670775304676,0.5517888863881429,0.7633333333333333
123,0.4837691096028316,0.5482946236928304,0.7733333333333333
124,0.47757358362263175,0.5470184882481893,0.7633333333333333
125,0.47676210201075686,0.5490745355685552,0.7633333333333333
126,0.46632206150876643,0.5520262320836385,0.7666666666666667
127,0.48363387882284364,0.5508669118086497,0.76
